2026-03-28 09:38:09,575 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 09:38:09,575'
2026-03-28 15:23:51,014 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:23:51,014'
2026-03-28 15:23:51,063 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:23:51,063'
2026-03-28 15:23:51,075 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:23:51,075'
2026-03-28 15:23:51,268 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:23:51,268'
2026-03-28 15:23:51,390 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:23:51,390'
2026-03-28 15:23:51,633 - DEBUG - Request: GET /api/analytics/platform from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:23:51,633'
2026-03-28 15:24:42,786 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 15:24:42,786'
2026-03-28 15:24:42,786 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 15:24:42,786'
2026-03-28 15:24:50,309 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 15:24:50,309'
2026-03-28 15:24:50,309 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 15:24:50,309'
2026-03-28 15:25:28,770 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 15:25:28,770'
2026-03-28 16:00:38,894 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:00:38,894'
2026-03-28 16:00:38,894 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:00:38,894'
2026-03-28 16:02:13,460 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:02:13,460'
2026-03-28 16:02:13,460 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:02:13,460'
2026-03-28 16:02:20,391 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:02:20,391'
2026-03-28 16:02:20,391 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:02:20,391'
2026-03-28 16:02:27,814 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:02:27,814'
2026-03-28 16:02:27,814 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:02:27,814'
2026-03-28 16:03:10,135 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:03:10,135'
2026-03-28 16:03:10,135 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:03:10,135'
2026-03-28 16:03:55,744 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:03:55,744'
2026-03-28 16:03:55,744 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:03:55,744'
2026-03-28 16:04:51,326 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:04:51,326'
2026-03-28 16:04:51,326 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:04:51,326'
2026-03-28 16:06:17,109 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:06:17,109'
2026-03-28 16:06:17,109 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:06:17,109'
2026-03-28 16:07:50,936 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:07:50,936'
2026-03-28 16:07:50,936 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:07:50,936'
2026-03-28 16:08:01,409 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:08:01,409'
2026-03-28 16:08:01,409 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:08:01,409'
2026-03-28 16:09:01,491 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:09:01,491'
2026-03-28 16:09:01,491 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:09:01,491'
2026-03-28 16:09:07,446 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:09:07,446'
2026-03-28 16:09:07,446 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:09:07,446'
2026-03-28 16:09:17,512 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:09:17,512'
2026-03-28 16:09:17,512 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:09:17,512'
2026-03-28 16:09:30,662 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:09:30,662'
2026-03-28 16:09:30,662 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:09:30,662'
2026-03-28 16:09:44,833 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:09:44,833'
2026-03-28 16:09:44,835 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:09:44,835'
2026-03-28 16:10:45,567 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:10:45,567'
2026-03-28 16:10:45,567 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:10:45,567'
2026-03-28 16:10:51,980 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:10:51,980'
2026-03-28 16:10:51,980 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:10:51,980'
2026-03-28 16:12:14,900 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:14,900'
2026-03-28 16:12:18,045 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:18,045'
2026-03-28 16:12:18,055 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:18,055'
2026-03-28 16:12:18,071 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:18,071'
2026-03-28 16:12:18,086 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:18,086'
2026-03-28 16:12:18,086 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:18,086'
2026-03-28 16:12:21,109 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,109'
2026-03-28 16:12:21,117 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,117'
2026-03-28 16:12:21,123 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,123'
2026-03-28 16:12:21,144 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,144'
2026-03-28 16:12:21,917 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,917'
2026-03-28 16:12:21,929 - DEBUG - Request: GET /favicon.ico from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,929'
2026-03-28 16:12:21,980 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:21,980'
2026-03-28 16:12:22,632 - DEBUG - Request: GET /api/analytics/platform from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:12:22,632'
2026-03-28 16:13:30,223 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css.map from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:13:30,223'
2026-03-28 16:13:41,945 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css.map from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:13:41,945'
2026-03-28 16:15:43,556 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:15:43,556'
2026-03-28 16:15:43,556 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:15:43,556'
2026-03-28 16:17:36,733 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:17:36,733'
2026-03-28 16:17:36,733 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:17:36,733'
2026-03-28 16:17:43,503 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:43,503'
2026-03-28 16:17:45,567 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:45,567'
2026-03-28 16:17:45,597 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:45,597'
2026-03-28 16:17:45,709 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:45,709'
2026-03-28 16:17:45,881 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:45,881'
2026-03-28 16:17:46,247 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:46,247'
2026-03-28 16:17:48,298 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:48,298'
2026-03-28 16:17:48,389 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:48,389'
2026-03-28 16:17:48,399 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:48,399'
2026-03-28 16:17:48,399 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:48,399'
2026-03-28 16:17:49,133 - DEBUG - Request: GET /favicon.ico from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:49,133'
2026-03-28 16:17:49,642 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/webfonts/fa-regular-400.woff2 from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:49,642'
2026-03-28 16:17:49,653 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:49,653'
2026-03-28 16:17:49,887 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:49,887'
2026-03-28 16:17:50,422 - DEBUG - Request: GET /api/analytics/platform from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:17:50,422'
2026-03-28 16:18:04,972 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css.map from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:18:04,972'
2026-03-28 16:20:35,149 - DEBUG - 'Middleware' all resource and security successfully loaded!| extra=asctime='2026-03-28 16:20:35,149'
2026-03-28 16:20:35,149 - DEBUG - Successfully Initialized 'securityMiddleware'| extra=asctime='2026-03-28 16:20:35,149'
2026-03-28 16:20:49,058 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:49,058'
2026-03-28 16:20:50,080 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:50,080'
2026-03-28 16:20:50,280 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:50,280'
2026-03-28 16:20:50,566 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:50,566'
2026-03-28 16:20:50,749 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:50,749'
2026-03-28 16:20:50,910 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:50,910'
2026-03-28 16:20:51,448 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:51,448'
2026-03-28 16:20:51,519 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:51,519'
2026-03-28 16:20:51,671 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:51,671'
2026-03-28 16:20:51,884 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:51,884'
2026-03-28 16:20:52,351 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:52,351'
2026-03-28 16:20:52,381 - DEBUG - Request: GET /favicon.ico from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:52,381'
2026-03-28 16:20:52,534 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:52,534'
2026-03-28 16:20:52,868 - DEBUG - Request: GET /api/analytics/platform from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:20:52,868'
2026-03-28 16:23:09,764 - DEBUG - Request: GET / from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:09,764'
2026-03-28 16:23:10,781 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:10,781'
2026-03-28 16:23:10,789 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/css/all.min.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:10,789'
2026-03-28 16:23:10,798 - DEBUG - Request: GET /static/natural/css/style.css from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:10,798'
2026-03-28 16:23:10,808 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:10,808'
2026-03-28 16:23:10,839 - DEBUG - Request: GET /static/natural/js/loader.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:10,839'
2026-03-28 16:23:11,355 - DEBUG - Request: GET /static/natural/js/app/app.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:11,355'
2026-03-28 16:23:11,406 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/validator.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:11,406'
2026-03-28 16:23:11,416 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/alert.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:11,416'
2026-03-28 16:23:11,426 - DEBUG - Request: GET /static/natural/js/shorturl/utilities/anima.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:11,426'
2026-03-28 16:23:11,947 - DEBUG - Request: GET /static/natural/js/shorturl/public/landing.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:11,947'
2026-03-28 16:23:12,153 - DEBUG - Request: GET /static/natural/js/api.js from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:12,153'
2026-03-28 16:23:12,577 - DEBUG - Request: GET /api/analytics/platform from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:23:12,577'
2026-03-28 16:24:36,479 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:24:36,479'
2026-03-28 16:24:37,128 - DEBUG - Request: GET /static/library/fontawesome-6.7.2/webfonts/fa-regular-400.woff2 from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:24:37,128'
2026-03-28 16:25:39,752 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:25:39,752'
2026-03-28 16:27:53,607 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/js/bootstrap.bundle.min.js.map from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:27:53,607'
2026-03-28 16:33:16,599 - DEBUG - Request: GET /static/framework/bootstrap-5.3.3/css/bootstrap.min.css.map from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:16,599'
2026-03-28 16:33:17,481 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:17,481'
2026-03-28 16:33:53,071 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,071'
2026-03-28 16:33:53,187 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,187'
2026-03-28 16:33:53,218 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,218'
2026-03-28 16:33:53,234 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,234'
2026-03-28 16:33:53,249 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,249'
2026-03-28 16:33:53,271 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,271'
2026-03-28 16:33:53,519 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,519'
2026-03-28 16:33:53,534 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,534'
2026-03-28 16:33:53,557 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,557'
2026-03-28 16:33:53,572 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,572'
2026-03-28 16:33:53,588 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,588'
2026-03-28 16:33:53,619 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,619'
2026-03-28 16:33:53,635 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,635'
2026-03-28 16:33:53,657 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,657'
2026-03-28 16:33:53,672 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,672'
2026-03-28 16:33:53,688 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,688'
2026-03-28 16:33:53,704 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,704'
2026-03-28 16:33:53,735 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,735'
2026-03-28 16:33:53,757 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,757'
2026-03-28 16:33:53,773 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,773'
2026-03-28 16:33:53,788 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,788'
2026-03-28 16:33:53,804 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,804'
2026-03-28 16:33:53,820 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,820'
2026-03-28 16:33:53,835 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,835'
2026-03-28 16:33:53,857 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,857'
2026-03-28 16:33:53,873 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,873'
2026-03-28 16:33:53,889 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,889'
2026-03-28 16:33:53,904 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,904'
2026-03-28 16:33:53,920 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,920'
2026-03-28 16:33:53,936 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,936'
2026-03-28 16:33:53,958 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,958'
2026-03-28 16:33:53,973 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,973'
2026-03-28 16:33:53,989 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:53,989'
2026-03-28 16:33:54,005 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,005'
2026-03-28 16:33:54,020 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,020'
2026-03-28 16:33:54,036 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,036'
2026-03-28 16:33:54,064 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,064'
2026-03-28 16:33:54,096 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,096'
2026-03-28 16:33:54,111 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,111'
2026-03-28 16:33:54,127 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,127'
2026-03-28 16:33:54,143 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,143'
2026-03-28 16:33:54,174 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,174'
2026-03-28 16:33:54,189 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,189'
2026-03-28 16:33:54,205 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,205'
2026-03-28 16:33:54,236 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,236'
2026-03-28 16:33:54,258 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,258'
2026-03-28 16:33:54,274 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,274'
2026-03-28 16:33:54,290 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,290'
2026-03-28 16:33:54,305 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,305'
2026-03-28 16:33:54,321 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,321'
2026-03-28 16:33:54,337 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,337'
2026-03-28 16:33:54,359 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,359'
2026-03-28 16:33:54,374 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,374'
2026-03-28 16:33:54,390 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,390'
2026-03-28 16:33:54,406 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,406'
2026-03-28 16:33:54,421 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,421'
2026-03-28 16:33:54,452 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,452'
2026-03-28 16:33:54,459 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,459'
2026-03-28 16:33:54,490 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,490'
2026-03-28 16:33:54,506 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,506'
2026-03-28 16:33:54,522 - DEBUG - Request: POST /api/links/public from 127.0.0.1| extra=ip='127.0.0.1', asctime='2026-03-28 16:33:54,522'
